	Mim109	Mim11	Mim12	Mim141	Mim143	Mim151	Mim152	Mim161	Mim162	Mim172	Mim176	Mim181	Mim182	Mim190	Mim191	Mim1	Mim201	Mim212	Mim21	Mim224	Mim228	Mim22	Mim237	Mim238	Mim250	Mim255	Mim2	Mim31	Mim32	Mim46	Mim57	Mim58	Mim66	Mim67	Mim83	Mim87	Mim93	Mim97	Mim98
585878	26	32	33	3	2	5	0	1	3	7	6	20	23	52	54	23	0	17	47	2	1	52	1	0	7	4	32	52	28	0	1	2	4	6	38	38	39	56	14
264455	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
826658	0	5	5	1	1	3	0	1	7	2	0	0	0	0	0	15	0	0	2	0	1	7	3	1	0	0	2	11	3	0	0	1	0	1	1	2	2	7	1
561640	82	19	0	0	0	0	2	0	1	1	1	0	0	0	0	22	0	0	12	0	0	11	0	1	2	0	31	43	10	0	0	0	1	0	64	95	44	40	16
104677	46	70	100	0	0	0	0	0	0	1	0	0	0	0	0	67	0	1	135	1	0	123	0	0	1	1	40	46	19	312	234	222	179	215	91	78	22	20	32
808546	6	8	9	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17	1	0	5	0	0	3	0	14	13	9	25	6	11	20	11	3	6	2	6	6
215825	7	2	1	6	7	3	5	1	2	4	5	2	4	3	1	2	0	1	3	1	0	1	0	4	2	2	1	2	10	4	5	16	7	7	3	3	6	3	13
OTU_dn_807	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	0	1	4	1	7	8	1	9	7	2	2	3	13	0
OTU_dn_710	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	2	6	8	9	3	5	3	0	0
214718	19	11	16	3	8	6	6	4	7	2	9	5	0	0	1	41	0	6	7	6	13	10	3	9	15	14	40	31	32	28	5	19	21	29	65	38	23	35	22
142105	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
113271	57	25	11	16	13	24	13	11	12	18	15	19	8	15	9	33	0	7	15	14	21	29	7	14	18	12	37	65	63	35	39	21	35	24	35	29	27	40	38
369022	15	5	6	2	2	4	4	6	5	14	5	5	6	5	0	5	207	2	13	3	10	8	9	11	8	5	0	33	3	1	5	2	1	4	7	16	21	27	1
OTU_dn_5	104	58	16	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	67	0	0	31	0	0	0	0	62	134	29	0	0	1	4	3	93	87	60	131	38
203418	9	1	12	0	0	1	1	1	2	0	2	0	0	1	0	20	0	1	5	0	0	12	0	0	0	0	14	8	7	8	3	2	12	5	7	5	6	19	6
OTU_dn_1818	5	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	5	1	1	3	7	0	2
753245	30	5	20	12	5	28	1	0	0	0	2	13	0	2	3	0	0	7	12	0	2	7	0	0	11	0	5	26	10	4	8	0	8	6	23	35	62	22	5
OTU_dn_1710	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1	0	3	0	1	2	1	1	2	1	0	2
549550	11	1	0	6	2	5	1	10	5	6	9	3	0	0	0	1	0	0	1	5	0	0	2	1	3	17	7	0	23	0	0	0	0	0	3	8	4	0	12
226395	23	15	8	2	6	9	6	10	15	9	10	11	6	15	5	20	0	19	15	12	7	13	15	9	5	13	31	19	16	9	18	16	10	18	29	24	22	24	20
OTU_dn_7594	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
806959	7	16	3	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	5	0	0	4	0	0	0	0	27	38	26	1	0	1	4	0	37	17	6	31	12
4444764	15	15	13	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	21	0	0	30	0	0	0	0	10	9	11	16	67	23	11	22	10	9	6	13	9
568461	50	51	44	23	40	45	28	35	39	55	38	42	51	33	26	27	1	33	34	57	26	26	30	35	53	38	28	44	20	70	136	96	32	64	62	63	52	61	28
216002	35	0	0	1	2	6	3	2	2	6	1	3	0	8	3	0	0	5	4	2	0	2	2	4	4	2	2	0	0	3	6	2	0	3	13	17	20	0	1
OTU_dn_2943	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	7	0	0
257500	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3
1052235	11	6	6	1	8	4	14	3	8	7	12	4	4	0	5	2	0	1	0	6	6	4	0	10	9	4	14	3	12	4	1	1	4	3	9	5	2	2	10
222917	77	44	30	7	16	10	6	6	4	7	3	20	12	11	15	32	0	6	50	2	5	50	4	9	9	2	54	49	92	24	11	51	59	34	36	50	32	46	60
OTU_dn_2992	4	1	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	3	0	2	1
274632	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0	10	0	0	4	0	0	0	0	8	8	3	0	2	1	0	0	6	0	4	14	1
576501	13	4	9	8	13	7	4	6	4	6	5	13	4	12	5	6	0	14	6	2	15	8	2	14	9	15	17	8	8	10	8	10	10	8	13	6	13	5	16
111086	12	2	5	0	0	1	0	0	0	0	0	2	2	2	0	3	0	0	4	0	0	10	0	0	0	0	1	5	1	0	0	0	0	3	7	26	10	0	2
1134089	4	1	0	0	2	1	0	3	1	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	1	4	0	0	2	2	0	0	2	2	2	0	0	2	2
364805	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	2	0	0	0	1	11	4	22	17	1	6	29	18	1	10	7	8	22
588861	41	42	65	2	4	2	5	0	1	2	1	8	8	16	6	22	0	20	44	6	0	25	1	0	5	4	35	20	11	40	20	30	11	26	39	46	30	22	16
OTU_dn_1688	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	2	2	2	1	0	2	1	0	0	3	2	4	2
370090	25	63	51	2	9	8	11	0	4	2	0	3	0	2	0	16	0	0	20	3	1	29	0	4	0	0	17	35	16	18	18	11	32	17	40	54	23	34	12
355367	20	22	11	7	9	8	31	5	25	15	18	16	12	17	15	12	0	31	24	9	7	44	26	23	4	3	3	7	18	6	8	0	3	7	11	12	17	2	5
OTU_dn_9	36	71	42	0	0	0	0	0	0	0	0	1	0	0	0	79	0	0	72	0	0	22	0	0	0	0	28	95	23	0	0	3	7	3	101	71	34	111	23
539866	50	11	10	158	147	100	133	28	86	72	76	55	58	50	53	23	0	24	9	57	54	7	100	64	47	9	40	14	47	11	4	12	24	16	50	53	41	16	31
804397	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	3	0	1	0	0	0	4	0	1
218539	83	24	53	2	3	6	12	9	5	2	6	5	9	6	4	67	0	5	40	8	8	32	7	5	10	13	40	56	25	61	29	66	41	58	98	79	49	82	31
OTU_dn_817	1	0	0	1	0	2	0	0	0	0	0	12	1	8	6	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
4378898	4	5	0	2	1	3	1	10	5	4	3	1	0	1	0	3	0	0	0	3	0	0	2	0	0	0	0	2	7	3	3	6	5	0	1	5	0	4	8
OTU_dn_1334	3	0	0	0	1	0	2	1	0	0	4	0	0	0	2	0	0	0	0	0	3	0	3	0	3	1	0	0	0	0	0	0	0	0	4	10	3	0	0
OTU_dn_2897	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	3	0	0	0
OTU_dn_463	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	10	0	0	8	0	0	0	0	5	4	0	1	4	1	6	1	6	10	1	11	3
3863263	3	8	8	0	0	0	4	0	1	0	0	0	1	0	0	8	0	1	11	0	1	9	0	0	1	0	13	5	21	8	4	9	13	6	1	4	4	8	9
OTU_dn_3116	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216828	8	7	10	24	6	16	7	1	2	6	4	2	4	6	2	5	0	1	7	7	12	10	7	14	12	4	18	1	15	0	5	0	3	0	5	5	5	3	9
OTU_dn_42	52	32	65	20	13	9	6	2	1	14	11	24	13	14	19	28	0	0	58	9	9	53	18	4	17	5	65	16	37	19	23	12	13	14	39	32	49	16	51
OTU_dn_334	3	2	1	3	4	4	0	3	7	12	2	1	1	0	1	1	0	1	3	0	0	3	3	1	4	1	8	1	14	6	4	8	12	9	0	2	8	5	24
587540	0	0	0	1	0	1	1	0	0	2	3	0	0	1	0	0	0	0	1	0	1	0	0	0	2	3	0	0	3	0	0	1	1	0	2	0	0	0	4
343998	4	4	1	0	0	0	1	0	2	9	1	0	1	0	1	0	0	0	4	0	0	0	5	0	0	5	4	0	13	3	0	2	5	2	0	0	0	2	12
538998	36	29	36	0	0	0	2	0	0	0	0	0	2	0	0	44	0	0	51	0	0	32	0	0	0	0	26	27	19	35	6	49	33	44	35	38	12	33	12
947354	3	2	0	2	1	0	7	6	12	8	19	1	2	1	1	2	0	2	0	7	6	0	1	5	1	9	1	0	0	5	0	5	2	1	3	2	1	2	2
OTU_dn_1174	5	2	0	5	3	1	0	2	1	4	1	3	4	3	4	0	0	3	0	1	0	1	0	0	0	2	2	1	1	0	0	0	0	0	4	1	1	1	1
2442916	2	4	1	6	9	13	14	5	11	8	6	12	10	11	14	2	2	15	4	4	0	2	1	3	9	4	2	0	4	0	4	2	5	3	2	3	2	0	4
696105	4	0	4	1	1	8	1	0	2	1	0	2	2	1	3	1	0	1	3	0	0	2	0	1	1	1	5	0	2	2	0	0	0	0	0	13	5	0	0
179879	14	20	12	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	19	0	0	4	0	0	0	0	13	23	8	3	3	14	6	8	28	52	12	30	4
839836	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	1	1	2	6	0
OTU_dn_531	1	2	4	3	2	5	2	3	3	4	2	2	6	2	8	4	0	3	0	3	4	3	5	1	3	4	7	6	0	4	2	3	2	0	4	1	4	0	0
591709	14	5	6	0	0	4	0	1	1	2	0	2	0	0	0	8	0	0	14	2	2	5	3	0	0	0	2	13	0	0	0	0	0	0	21	26	7	17	1
4376608	4	1	1	8	12	4	10	23	5	4	15	1	3	4	3	4	0	5	4	7	21	0	11	31	8	10	1	5	3	4	5	2	5	1	7	0	1	2	2
OTU_dn_162	5	32	34	0	1	0	0	0	0	4	0	0	1	2	0	15	0	0	17	2	0	23	4	0	0	0	14	33	9	12	7	4	5	5	11	6	8	25	7
4338800	10	3	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	1	0	0	10	6	10	3	2	2	13	2	2	8	12	7	11
558494	8	20	31	1	1	0	1	1	0	0	0	0	0	0	0	13	0	0	16	0	0	23	0	0	0	0	17	22	24	15	3	16	22	16	16	15	7	28	18
225982	14	6	1	3	2	10	2	9	7	12	10	4	0	0	0	10	0	0	4	4	4	3	2	4	11	12	12	5	7	10	2	18	13	6	7	7	5	7	4
4451761	18	4	0	1	0	3	8	1	1	0	0	6	1	13	6	3	0	0	5	2	1	2	1	2	4	4	4	6	6	0	0	2	3	1	5	13	16	5	3
OTU_dn_12070	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0
559099	2	20	6	24	1	6	8	0	0	1	7	38	0	1	6	7	0	17	16	1	0	24	0	0	0	0	10	18	13	3	5	1	1	0	7	7	14	16	15
OTU_dn_7450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_dn_5649	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0
539206	40	3	0	4	0	1	0	4	0	1	4	3	1	0	4	13	0	1	2	0	6	5	1	2	2	1	2	4	18	6	8	4	8	6	14	30	38	2	29
765455	1	0	0	2	1	2	0	6	3	0	0	0	8	3	7	0	0	8	0	7	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1038525	22	15	6	0	0	7	1	4	3	0	2	60	7	1	3	3	0	36	40	4	4	31	32	4	0	0	1	32	45	0	1	0	3	0	18	38	30	23	35
OTU_dn_1183	9	2	3	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	7	2	2	10	1	1	0	0	0	3	2	0	2	0	1	0	0	2	9	8	1
539496	58	28	59	11	15	3	3	10	12	8	11	28	18	20	21	32	0	0	39	11	20	33	15	19	22	6	81	29	87	86	20	49	52	91	32	65	45	44	43
562311	64	68	63	17	21	33	29	31	30	15	30	27	19	27	17	80	1	17	113	28	18	111	25	32	37	23	25	54	15	100	57	83	56	76	74	53	35	43	13
550517	24	18	11	44	33	20	7	13	9	6	6	8	8	11	5	9	0	16	6	6	11	9	6	9	12	21	7	8	19	9	16	15	15	12	5	20	18	6	13
4427084	1	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
800292	5	2	1	27	24	18	47	12	25	9	14	11	13	14	9	5	0	12	1	8	1	4	12	15	7	9	10	2	4	1	0	1	4	2	3	11	5	1	5
3368507	4	2	0	2	5	1	4	0	0	2	0	0	0	3	3	2	0	0	0	1	0	1	0	0	0	0	6	2	1	0	0	0	0	0	2	3	7	0	3
540718	10	2	1	35	22	19	5	35	10	34	16	55	37	56	36	5	0	33	6	11	20	6	17	16	33	37	4	7	3	4	5	7	6	2	10	10	10	4	5
527397	84	45	36	268	126	91	126	26	58	43	68	17	6	21	26	84	0	7	31	26	23	66	31	60	85	45	150	43	148	28	3	53	90	46	78	95	65	42	113
835579	6	24	13	0	0	3	0	0	0	0	0	1	0	0	0	8	0	0	8	0	0	10	0	0	2	0	6	7	5	84	137	58	28	41	8	3	3	2	3
345333	1	0	0	10	2	15	20	13	10	7	14	0	2	0	0	0	0	0	0	3	5	1	13	2	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0
755123	22	20	25	0	1	3	0	0	0	1	1	4	0	1	2	15	4	2	8	0	0	10	0	3	1	2	25	16	11	29	23	46	44	55	39	17	22	22	24
222022	3	6	9	0	2	0	0	0	1	0	0	1	2	2	0	3	0	0	0	1	0	10	2	1	0	0	2	1	2	12	9	27	4	21	1	4	1	1	2
1096572	20	5	1	5	11	12	11	10	15	3	7	9	7	3	12	7	0	10	5	27	16	3	18	14	8	7	10	10	14	0	1	0	2	1	22	16	19	10	13
252720	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	3	4	0	1
881637	2	0	0	6	3	10	2	3	4	10	15	4	3	0	0	0	0	0	0	1	1	0	17	3	13	2	0	0	1	0	0	0	0	0	0	0	0	0	0
224648	83	26	12	16	25	24	30	76	62	39	79	32	44	33	31	67	0	21	45	77	45	17	76	47	41	38	91	53	66	67	20	51	38	51	97	111	57	67	61
526431	1	3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0
4476843	2	1	0	5	13	16	0	11	5	10	8	5	5	7	8	2	0	7	0	1	6	1	3	6	20	26	2	0	10	0	0	0	0	0	6	1	2	0	2
OTU_dn_3478	0	0	0	0	6	0	0	0	0	2	0	3	2	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
1127173	4	4	3	13	10	17	8	13	21	13	9	7	2	9	7	3	0	10	4	8	10	8	8	8	9	11	1	1	0	6	1	1	1	0	4	0	0	0	4
946708	4	0	0	0	0	0	0	0	0	0	0	1	1	3	5	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	0	0
669776	7	1	0	14	10	18	3	7	2	5	6	5	5	18	13	0	0	10	1	6	1	3	7	4	22	5	0	0	1	1	5	1	3	9	6	12	7	3	0
OTU_dn_7370	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0
OTU_dn_123	8	21	25	1	1	1	0	0	1	0	2	1	0	0	0	17	0	0	18	0	0	10	0	1	0	3	28	26	13	9	1	17	21	33	22	13	6	38	21
4322410	18	19	1	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	5	0	0	3	0	0	0	0	29	17	22	20	4	18	19	7	22	22	3	24	26
740115	5	7	4	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	7	0	0	2	0	0	0	0	12	25	5	8	5	3	10	8	7	12	3	27	2
4400135	41	49	48	0	0	0	0	0	0	0	0	0	0	0	1	116	0	0	64	0	0	67	0	0	0	0	63	54	27	39	19	33	29	25	42	63	14	53	38
112992	19	19	36	15	22	25	25	10	11	7	7	5	14	16	9	36	0	13	29	10	9	31	16	8	19	12	25	37	11	46	37	63	51	55	30	24	12	36	11
OTU_dn_606	15	13	28	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	12	0	0	4	0	0	0	0	10	20	0	0	3	0	1	0	18	12	5	12	1
OTU_dn_2854	3	2	1	8	4	0	1	0	0	3	2	6	3	4	1	4	0	1	0	6	1	0	1	0	1	2	3	0	3	0	0	0	0	5	0	0	4	0	3
555683	13	7	9	1	0	0	1	0	0	10	2	6	7	2	0	1	0	0	1	3	2	5	5	3	3	1	2	1	2	0	5	2	2	5	11	4	7	4	3
133044	11	10	0	15	35	10	10	3	5	18	3	17	16	32	42	0	0	59	1	18	354	1	16	45	7	20	3	1	3	2	2	8	6	2	10	9	10	4	1
586224	24	23	25	7	18	35	10	26	22	36	29	46	34	26	36	29	0	29	42	34	38	54	17	47	39	15	34	26	19	42	37	60	22	59	26	24	16	36	17
2963709	4	27	17	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	7	0	0	8	0	0	0	0	12	9	6	1	0	3	1	0	0	4	1	18	2
4437174	7	5	2	39	37	66	106	12	37	18	25	14	3	7	5	15	0	7	7	15	17	5	38	12	14	11	12	1	11	0	0	1	8	3	3	11	4	4	16
804682	5	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	5	3	1	0
824146	22	11	4	33	27	32	61	42	58	44	22	4	4	7	13	20	1	4	9	3	7	55	11	7	14	12	19	6	5	1	4	9	10	6	4	8	2	5	8
4385099	30	36	5	3	0	2	0	2	0	0	3	1	0	0	0	15	0	1	27	0	0	26	0	0	1	0	22	49	21	16	13	8	8	13	34	40	8	43	38
OTU_dn_18	111	8	0	0	1	1	4	1	3	11	2	0	0	0	0	8	0	0	108	0	20	2	2	13	1	13	1	18	83	0	0	0	5	5	6	3	11	7	46
1049393	56	50	30	28	20	18	57	30	33	31	23	12	29	25	70	35	0	115	56	27	28	36	23	28	17	11	66	17	94	29	48	31	28	38	27	28	32	28	108
814232	11	5	6	1	1	5	6	2	3	2	2	12	11	6	14	3	0	9	4	2	2	11	1	5	3	0	11	12	9	6	2	8	8	6	5	6	1	2	7
938496	15	2	0	3	5	3	2	1	3	6	6	3	6	14	9	4	0	9	1	3	0	2	0	1	5	0	4	1	16	0	1	1	3	1	11	8	30	1	11
586320	10	12	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	9	0	0	0	0	24	6	19	5	0	17	18	11	6	8	6	9	15
756973	132	50	2	39	97	99	225	81	118	65	118	33	19	10	10	69	1	7	31	37	61	19	137	98	36	62	74	54	64	12	4	26	52	56	211	241	56	64	42
811424	18	34	11	3	8	4	2	2	1	8	5	0	1	4	2	22	0	1	7	1	4	28	0	2	2	3	22	6	25	3	10	6	2	15	9	5	16	5	16
4464809	13	11	12	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	13	0	0	3	0	0	0	0	1	66	2	0	0	0	3	0	37	30	14	57	1
12364	55	19	4	2	0	1	0	0	0	0	0	0	0	0	0	29	0	0	10	0	0	14	0	1	0	1	81	27	73	11	0	12	19	12	72	62	36	36	55
OTU_dn_2787	2	0	1	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	3	1	3	0	3	0	1	3	0	0
553981	4	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	351	6	0	1	2	0	0	0	1	0	0	0	1	0	5	0	0	0	0	5	2	0	3
863942	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	1	1	2	1	0	0	4	2	0	0	2	1	4	3
OTU_dn_473	6	2	3	5	3	2	3	2	0	2	6	6	0	1	1	2	0	0	8	0	1	5	0	0	2	1	0	3	4	6	15	0	1	8	5	5	6	4	3
320195	2	2	9	0	2	0	1	0	0	3	4	2	0	1	1	6	0	0	5	3	1	9	2	0	1	5	5	1	4	2	2	0	1	0	2	1	9	4	7
2742266	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	6	0	0
729145	10	23	20	5	9	12	4	8	8	7	6	7	3	9	1	17	0	5	44	17	4	16	8	10	7	6	10	29	5	19	31	32	22	31	18	10	6	35	5
336745	78	144	32	7	8	8	5	6	0	3	0	3	3	1	2	263	1	1	66	8	5	56	6	0	4	4	167	104	76	59	1	67	111	38	53	84	40	152	86
OTU_dn_3002	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1
532888	24	5	0	101	276	6	13	42	15	19	22	351	57	115	188	51	0	373	32	19	137	58	52	66	109	371	6	18	32	0	0	0	1	0	23	21	27	20	24
1084127	4	3	7	0	1	0	2	0	0	1	0	0	1	0	0	5	0	0	4	1	1	0	2	0	2	0	6	3	8	1	0	1	3	3	2	0	3	2	15
819061	8	1	0	6	5	2	8	0	4	1	1	0	0	0	2	1	0	2	0	0	1	0	9	1	1	2	0	0	2	0	0	0	0	0	5	2	6	0	2
OTU_dn_1871	0	0	0	4	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
OTU_dn_47	33	4	10	0	1	1	2	3	2	3	2	0	0	2	0	25	0	0	7	0	0	18	0	0	1	0	10	20	2	1	0	2	1	1	46	46	37	22	5
591157	50	21	37	7	4	5	8	4	6	9	9	8	7	7	6	46	0	0	48	3	1	41	1	0	6	7	21	46	18	64	20	62	50	72	61	56	28	34	23
210722	4	4	0	12	16	32	6	26	37	42	42	78	65	85	69	0	0	43	0	40	14	0	7	13	49	10	0	0	1	1	6	2	1	2	1	1	0	0	0
143463	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	16	0	0	0	0	0	0	2	0	3	19	0
541741	51	81	136	102	115	182	81	114	146	181	131	222	223	248	196	76	399	248	94	238	118	165	163	157	219	109	34	28	33	147	174	91	89	88	31	35	38	59	15
706547	12	13	7	0	4	0	1	5	10	11	5	5	2	1	1	3	7	0	4	2	6	6	12	8	3	0	1	1	2	2	5	3	4	8	5	9	7	3	4
OTU_dn_12054	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_dn_1184	4	0	0	2	2	0	6	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	6	1	2	0	0	0	0	0	0	1	4	2	4
OTU_dn_98	7	13	12	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0	25	0	0	10	0	0	2	1	12	29	3	4	1	3	3	2	21	19	7	14	4
OTU_dn_1590	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	5	0	0	2	0	0	0	0	0
OTU_dn_29	42	23	2	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	8	0	0	0	0	0	0	0	19	72	14	0	0	0	0	0	62	72	23	70	14
511572	17	17	8	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	15	0	0	8	0	0	0	0	34	19	15	19	3	20	6	8	17	16	2	11	10
OTU_dn_11109	7	0	0	6	1	1	0	0	0	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	0	0
112045	45	16	30	11	12	16	20	11	16	8	14	1	2	4	2	49	0	5	21	15	21	39	9	17	12	15	26	60	28	54	17	43	43	43	59	62	34	43	28
816291	44	14	16	1	0	1	0	0	0	3	2	1	0	0	0	46	0	0	24	1	1	16	0	1	1	3	23	52	19	26	35	26	30	18	53	50	24	54	16
OTU_dn_316	13	22	13	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	18	0	0	13	0	0	0	0	3	27	0	0	6	0	0	0	6	8	4	17	0
220551	88	71	41	57	104	78	148	23	46	27	50	12	12	24	18	50	100	26	74	23	24	43	76	54	8	13	75	55	65	45	19	36	47	29	36	41	56	53	59
160986	0	3	3	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	8	0	1	3	0	1	2	0	2	6	0	5	11	15	13	10	5	2	5	8	0
OTU_dn_6473	23	14	19	0	1	0	0	0	0	0	0	2	0	1	0	48	0	0	37	0	0	30	0	0	1	1	25	30	12	15	26	27	21	11	33	37	21	31	16
250096	12	8	5	0	0	0	0	0	2	0	0	0	0	1	2	15	0	0	14	0	0	5	1	0	0	0	11	7	12	0	6	1	8	9	1	3	10	4	12
247331	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	1	2	4	3	0	0	1	1	7	3	0	3	5	1
4320381	0	0	0	21	18	10	6	7	8	2	10	0	1	2	1	0	0	3	0	10	3	0	0	11	12	6	3	0	0	1	0	0	1	0	0	0	0	0	0
606965	9	2	5	5	1	2	5	3	0	8	2	6	4	6	7	6	0	3	12	3	2	6	0	0	1	2	5	8	2	5	1	8	15	10	4	6	11	11	4
529644	68	47	4	36	55	70	82	37	54	31	69	13	12	11	21	33	0	42	31	62	46	26	64	38	23	39	59	79	47	5	15	9	11	8	54	76	39	49	65
854368	34	28	12	15	27	17	31	27	33	23	38	14	10	20	24	14	0	15	11	33	32	8	22	20	12	23	23	12	8	32	43	36	23	15	23	16	24	17	25
930055	44	29	9	0	0	0	0	1	0	2	0	0	0	0	1	35	0	1	27	0	0	17	0	0	0	0	36	42	45	13	5	16	13	8	34	49	13	65	59
4442148	20	5	9	0	1	0	0	2	1	0	1	2	5	7	8	15	0	6	11	0	1	36	0	0	0	1	17	25	15	10	6	8	16	13	20	17	4	16	5
